datetime,precipitation,rain_mm,visibility_m,cloudcover_pct,windspeed_kmh,temperature_c,weather_risk_score
2026-05-01 17:00:00+05:30,0.09,0.09,8746.0,58.0,10.8,27.7,0.0027
2026-05-01 18:00:00+05:30,0.73,0.73,9393.0,44.0,24.3,28.3,0.0219
2026-05-01 19:00:00+05:30,0.56,0.56,10000.0,62.0,19.0,29.2,0.0168
2026-05-01 20:00:00+05:30,0.69,0.69,8507.0,34.0,7.7,28.4,0.0207
2026-05-01 21:00:00+05:30,1.48,1.48,9605.0,48.0,15.2,26.8,0.0444
2026-05-01 22:00:00+05:30,0.4,0.4,9351.0,56.0,7.8,26.8,0.012
2026-05-01 23:00:00+05:30,3.36,3.36,9898.0,55.0,3.1,26.6,0.1008
2026-05-02 00:00:00+05:30,0.64,0.64,9567.0,34.0,17.1,28.4,0.0192
2026-05-02 01:00:00+05:30,1.17,1.17,10000.0,60.0,17.8,29.9,0.0351
2026-05-02 02:00:00+05:30,0.71,0.71,10000.0,39.0,17.2,29.1,0.0213
2026-05-02 03:00:00+05:30,0.59,0.59,10000.0,44.0,9.7,25.7,0.0177
2026-05-02 04:00:00+05:30,0.46,0.46,9829.0,61.0,11.2,28.9,0.0138
2026-05-02 05:00:00+05:30,0.02,0.02,10000.0,28.0,15.7,28.3,0.0006
2026-05-02 06:00:00+05:30,3.14,3.14,8786.0,48.0,14.0,25.7,0.0942
2026-05-02 07:00:00+05:30,0.83,0.83,10000.0,25.0,10.0,26.9,0.0249
2026-05-02 08:00:00+05:30,2.21,2.21,9289.0,47.0,3.9,28.2,0.0663
2026-05-02 09:00:00+05:30,3.24,3.24,9234.0,44.0,12.6,27.5,0.0972
2026-05-02 10:00:00+05:30,1.24,1.24,9803.0,53.0,17.4,25.6,0.0372
2026-05-02 11:00:00+05:30,0.38,0.38,9161.0,29.0,6.0,27.4,0.0114
2026-05-02 12:00:00+05:30,0.51,0.51,10000.0,50.0,15.2,24.5,0.0153
2026-05-02 13:00:00+05:30,0.08,0.08,10000.0,31.0,13.7,26.4,0.0024
2026-05-02 14:00:00+05:30,1.9,1.9,9862.0,44.0,15.8,27.6,0.057
2026-05-02 15:00:00+05:30,0.94,0.94,9064.0,39.0,16.4,26.4,0.0282
2026-05-02 16:00:00+05:30,2.2,2.2,9608.0,60.0,8.5,25.8,0.066
2026-05-02 17:00:00+05:30,1.94,1.94,10000.0,48.0,3.9,27.1,0.0582
2026-05-02 18:00:00+05:30,0.03,0.03,9056.0,35.0,9.3,27.1,0.0009
2026-05-02 19:00:00+05:30,1.41,1.41,9251.0,61.0,16.4,27.3,0.0423
2026-05-02 20:00:00+05:30,0.12,0.12,10000.0,43.0,9.3,26.8,0.0036
2026-05-02 21:00:00+05:30,0.06,0.06,10000.0,29.0,8.5,26.9,0.0018
2026-05-02 22:00:00+05:30,0.91,0.91,10000.0,61.0,2.9,26.5,0.0273
2026-05-02 23:00:00+05:30,0.49,0.49,10000.0,36.0,20.8,25.9,0.0147
2026-05-03 00:00:00+05:30,1.26,1.26,10000.0,28.0,16.1,25.7,0.0378
2026-05-03 01:00:00+05:30,2.62,2.62,9936.0,53.0,15.8,25.3,0.0786
2026-05-03 02:00:00+05:30,0.44,0.44,10000.0,27.0,16.8,24.2,0.0132
2026-05-03 03:00:00+05:30,0.74,0.74,9782.0,33.0,14.9,24.4,0.0222
2026-05-03 04:00:00+05:30,0.0,0.0,9601.0,50.0,10.8,25.0,0.0
2026-05-03 05:00:00+05:30,0.18,0.18,10000.0,26.0,11.2,25.4,0.0054
2026-05-03 06:00:00+05:30,0.9,0.9,10000.0,57.0,9.9,26.5,0.027
2026-05-03 07:00:00+05:30,0.01,0.01,9735.0,58.0,25.2,25.0,0.0003
2026-05-03 08:00:00+05:30,0.84,0.84,9358.0,48.0,14.8,26.0,0.0252
2026-05-03 09:00:00+05:30,0.79,0.79,10000.0,52.0,9.7,26.0,0.0237
2026-05-03 10:00:00+05:30,0.08,0.08,10000.0,49.0,14.3,24.6,0.0024
2026-05-03 11:00:00+05:30,2.08,2.08,9322.0,70.0,6.9,25.4,0.0624
2026-05-03 12:00:00+05:30,1.16,1.16,10000.0,39.0,19.5,24.5,0.0348
2026-05-03 13:00:00+05:30,1.92,1.92,9658.0,36.0,8.7,26.0,0.0576
2026-05-03 14:00:00+05:30,0.13,0.13,9854.0,41.0,14.5,25.2,0.0039
2026-05-03 15:00:00+05:30,1.12,1.12,10000.0,47.0,17.3,23.4,0.0336
2026-05-03 16:00:00+05:30,0.34,0.34,9304.0,29.0,13.9,24.7,0.0102
2026-05-03 17:00:00+05:30,2.44,2.44,9811.0,57.0,12.5,26.1,0.0732
2026-05-03 18:00:00+05:30,0.53,0.53,10000.0,23.0,12.1,24.2,0.0159
2026-05-03 19:00:00+05:30,0.77,0.77,10000.0,61.0,11.7,24.8,0.0231
2026-05-03 20:00:00+05:30,0.26,0.26,9773.0,32.0,9.1,24.9,0.0078
2026-05-03 21:00:00+05:30,0.51,0.51,9669.0,24.0,9.8,23.2,0.0153
2026-05-03 22:00:00+05:30,1.12,1.12,9628.0,30.0,19.4,24.7,0.0336
2026-05-03 23:00:00+05:30,0.85,0.85,9745.0,34.0,11.5,22.8,0.0255
2026-05-04 00:00:00+05:30,0.01,0.01,9809.0,31.0,8.1,23.5,0.0003
2026-05-04 01:00:00+05:30,0.03,0.03,10000.0,21.0,9.4,25.2,0.0009
2026-05-04 02:00:00+05:30,0.49,0.49,9060.0,34.0,17.5,24.5,0.0147
2026-05-04 03:00:00+05:30,1.21,1.21,10000.0,34.0,15.4,23.8,0.0363
2026-05-04 04:00:00+05:30,0.75,0.75,9698.0,39.0,14.8,24.5,0.0225
2026-05-04 05:00:00+05:30,0.16,0.16,10000.0,36.0,10.7,24.0,0.0048
2026-05-04 06:00:00+05:30,1.3,1.3,9242.0,40.0,14.9,24.0,0.039
2026-05-04 07:00:00+05:30,2.7,2.7,10000.0,47.0,8.8,24.7,0.081
2026-05-04 08:00:00+05:30,0.33,0.33,10000.0,25.0,10.7,23.3,0.0099
2026-05-04 09:00:00+05:30,0.52,0.52,10000.0,24.0,16.8,24.0,0.0156
2026-05-04 10:00:00+05:30,0.47,0.47,9172.0,30.0,16.4,23.7,0.0141
2026-05-04 11:00:00+05:30,0.28,0.28,10000.0,52.0,7.1,22.4,0.0084
2026-05-04 12:00:00+05:30,0.34,0.34,10000.0,61.0,7.7,23.1,0.0102
2026-05-04 13:00:00+05:30,0.29,0.29,9154.0,59.0,12.5,25.6,0.0087
2026-05-04 14:00:00+05:30,0.16,0.16,9964.0,41.0,20.6,24.4,0.0048
2026-05-04 15:00:00+05:30,0.05,0.05,10000.0,42.0,2.4,22.7,0.0015
2026-05-04 16:00:00+05:30,0.27,0.27,10000.0,34.0,13.4,22.5,0.0081
2026-05-04 17:00:00+05:30,1.74,1.74,9828.0,60.0,5.1,23.9,0.0522
2026-05-04 18:00:00+05:30,0.31,0.31,10000.0,52.0,8.8,25.6,0.0093
2026-05-04 19:00:00+05:30,0.22,0.22,10000.0,55.0,10.2,23.9,0.0066
2026-05-04 20:00:00+05:30,1.24,1.24,10000.0,62.0,9.9,25.4,0.0372
2026-05-04 21:00:00+05:30,0.41,0.41,8504.0,39.0,9.3,24.5,0.0123
2026-05-04 22:00:00+05:30,1.15,1.15,9670.0,56.0,12.0,24.6,0.0345
2026-05-04 23:00:00+05:30,0.93,0.93,9778.0,57.0,9.3,22.9,0.0279
2026-05-05 00:00:00+05:30,0.93,0.93,8984.0,37.0,4.7,25.2,0.0279
2026-05-05 01:00:00+05:30,0.29,0.29,10000.0,59.0,15.9,23.9,0.0087
2026-05-05 02:00:00+05:30,0.68,0.68,10000.0,27.0,15.8,25.2,0.0204
2026-05-05 03:00:00+05:30,2.32,2.32,9108.0,71.0,16.2,23.5,0.0696
2026-05-05 04:00:00+05:30,1.09,1.09,10000.0,56.0,4.3,24.6,0.0327
2026-05-05 05:00:00+05:30,0.98,0.98,9396.0,29.0,13.5,24.8,0.0294
2026-05-05 06:00:00+05:30,0.48,0.48,9591.0,49.0,15.4,24.3,0.0144
2026-05-05 07:00:00+05:30,0.93,0.93,10000.0,26.0,6.8,24.9,0.0279
2026-05-05 08:00:00+05:30,0.59,0.59,9641.0,54.0,12.0,24.3,0.0177
2026-05-05 09:00:00+05:30,0.14,0.14,10000.0,53.0,11.4,24.0,0.0042
2026-05-05 10:00:00+05:30,0.28,0.28,9022.0,46.0,21.2,26.3,0.0084
2026-05-05 11:00:00+05:30,0.14,0.14,10000.0,55.0,21.6,25.8,0.0042
2026-05-05 12:00:00+05:30,0.88,0.88,10000.0,28.0,3.7,24.1,0.0264
2026-05-05 13:00:00+05:30,0.08,0.08,9897.0,31.0,24.5,25.5,0.0024
2026-05-05 14:00:00+05:30,0.07,0.07,10000.0,37.0,7.4,24.2,0.0021
2026-05-05 15:00:00+05:30,0.17,0.17,9269.0,23.0,16.9,23.8,0.0051
2026-05-05 16:00:00+05:30,0.38,0.38,10000.0,40.0,16.9,26.1,0.0114
2026-05-05 17:00:00+05:30,0.14,0.14,9817.0,31.0,7.0,23.5,0.0042
2026-05-05 18:00:00+05:30,1.05,1.05,9741.0,41.0,14.5,26.2,0.0315
2026-05-05 19:00:00+05:30,0.62,0.62,9661.0,40.0,11.5,25.1,0.0186
2026-05-05 20:00:00+05:30,4.09,4.09,9096.0,76.0,14.8,25.2,0.1227
2026-05-05 21:00:00+05:30,2.73,2.73,9938.0,44.0,13.2,25.9,0.0819
2026-05-05 22:00:00+05:30,0.57,0.57,10000.0,59.0,18.0,26.1,0.0171
2026-05-05 23:00:00+05:30,0.51,0.51,10000.0,40.0,12.4,24.8,0.0153
2026-05-06 00:00:00+05:30,0.1,0.1,9981.0,34.0,11.2,26.4,0.003
2026-05-06 01:00:00+05:30,1.32,1.32,10000.0,47.0,17.5,25.9,0.0396
2026-05-06 02:00:00+05:30,2.82,2.82,9367.0,51.0,14.9,24.7,0.0846
2026-05-06 03:00:00+05:30,0.53,0.53,10000.0,33.0,15.7,25.8,0.0159
2026-05-06 04:00:00+05:30,1.26,1.26,9026.0,46.0,8.7,27.5,0.0378
2026-05-06 05:00:00+05:30,0.02,0.02,10000.0,26.0,6.8,27.9,0.0006
2026-05-06 06:00:00+05:30,5.91,5.91,9797.0,64.0,9.2,27.0,0.1773
2026-05-06 07:00:00+05:30,0.08,0.08,9561.0,43.0,8.9,25.2,0.0024
2026-05-06 08:00:00+05:30,1.21,1.21,10000.0,43.0,15.9,27.0,0.0363
2026-05-06 09:00:00+05:30,0.04,0.04,10000.0,53.0,16.9,27.4,0.0012
2026-05-06 10:00:00+05:30,0.27,0.27,10000.0,32.0,11.2,27.4,0.0081
2026-05-06 11:00:00+05:30,0.32,0.32,9966.0,60.0,19.2,27.5,0.0096
2026-05-06 12:00:00+05:30,0.85,0.85,9764.0,56.0,18.8,27.2,0.0255
2026-05-06 13:00:00+05:30,0.05,0.05,9887.0,59.0,13.2,26.9,0.0015
2026-05-06 14:00:00+05:30,0.36,0.36,10000.0,55.0,7.9,26.5,0.0108
2026-05-06 15:00:00+05:30,0.19,0.19,10000.0,27.0,19.9,25.3,0.0057
2026-05-06 16:00:00+05:30,0.1,0.1,10000.0,42.0,11.7,27.6,0.003
2026-05-06 17:00:00+05:30,1.35,1.35,9342.0,34.0,12.6,27.6,0.0405
2026-05-06 18:00:00+05:30,0.38,0.38,10000.0,55.0,10.3,28.0,0.0114
2026-05-06 19:00:00+05:30,0.08,0.08,10000.0,44.0,7.6,26.2,0.0024
2026-05-06 20:00:00+05:30,0.46,0.46,10000.0,33.0,4.7,28.3,0.0138
2026-05-06 21:00:00+05:30,0.16,0.16,10000.0,58.0,15.2,29.8,0.0048
2026-05-06 22:00:00+05:30,0.0,0.0,9864.0,25.0,8.1,28.0,0.0
2026-05-06 23:00:00+05:30,0.09,0.09,9522.0,43.0,27.3,27.9,0.0027
